Count : 90
+------------------------------------+------------------+-----------+------------------+----------+
| Name                               | Elapsed          | CallCount | TimePerCall      | Percent  |
|   DropTable Async                  | 00:00:00.7867052 |       110 | 00:00:00.0071518 |    0.01% |
|   Delete Object                    | 00:00:00.4977489 |        58 | 00:00:00.0085818 |    0.01% |
|   Delete Object Async              | 00:00:00.0367471 |         6 | 00:00:00.0061245 |    0.00% |
|   Insert Object                    | 00:02:58.4006954 |     34737 | 00:00:00.0051357 |    2.05% |
|   Insert Object Async              | 00:00:01.4593354 |       250 | 00:00:00.0058373 |    0.02% |
|   InsertOrReplace Object           | 00:00:02.5662672 |       197 | 00:00:00.0130267 |    0.03% |
|   InsertOrReplace Object Async     | 00:00:00.1673525 |        28 | 00:00:00.0059768 |    0.00% |
|   InsertWithIdentity Object        | 00:00:05.1842395 |       646 | 00:00:00.0080251 |    0.06% |
|   InsertWithIdentity Object Async  | 00:00:00.2112301 |        16 | 00:00:00.0132018 |    0.00% |
|   Update Object                    | 00:00:02.4454244 |       216 | 00:00:00.0113214 |    0.03% |
|   Update Object Async              | 00:00:00.1696433 |         9 | 00:00:00.0188492 |    0.00% |
|   BulkCopy                         | 00:01:04.8905363 |      4631 | 00:00:00.0140122 |    0.75% |
|   BulkCopy Async                   | 00:00:05.1687653 |       436 | 00:00:00.0118549 |    0.06% |
|     BuildSql                       | 00:00:10.5052303 |    112953 | 00:00:00.0000930 |    0.12% |
|   SQL Execute                      | 00:00:56.5475934 |      5208 | 00:00:00.0108578 |    0.65% |
|   SQL Execute<T>                   | 00:00:38.7799559 |      3014 | 00:00:00.0128666 |    0.45% |
|   SQL ExecuteAsync                 | 00:00:01.2205419 |       229 | 00:00:00.0053298 |    0.01% |
|   SQL ExecuteAsync<T>              | 00:00:00.2925669 |        54 | 00:00:00.0054179 |    0.00% |
|     ADO.NET                        | 00:19:54.0138892 |    363486 | 00:00:00.0032848 |   13.72% |
|       Connection Open              | 00:02:00.7385089 |     25609 | 00:00:00.0047146 |    1.39% |
|       Connection OpenAsync         | 00:00:16.3934926 |     77867 | 00:00:00.0002105 |    0.19% |
|       Connection Close             | 00:00:00.0000470 |         2 | 00:00:00.0000235 |    0.00% |
|       Connection CloseAsync        | 00:00:00.0002315 |         1 | 00:00:00.0002315 |    0.00% |
|       Connection Dispose           | 00:00:00.2374466 |     28329 | 00:00:00.0000083 |    0.00% |
|       Connection DisposeAsync      | 00:00:00.6208820 |     75166 | 00:00:00.0000082 |    0.01% |
|       Connection BeginTransaction  | 00:00:33.3602369 |      1389 | 00:00:00.0240174 |    0.38% |
|       Transaction Commit           | 00:00:00.0953700 |        16 | 00:00:00.0059606 |    0.00% |
|       Transaction Rollback         | 00:00:00.2878590 |        66 | 00:00:00.0043615 |    0.00% |
|       Transaction Dispose          | 00:00:30.2658932 |      1391 | 00:00:00.0217583 |    0.35% |
|       Command ExecuteScalar        | 00:00:03.4187223 |       586 | 00:00:00.0058339 |    0.04% |
|       Command ExecuteReader        | 00:06:25.4053929 |     38851 | 00:00:00.0099200 |    4.43% |
|       Command ExecuteReaderAsync   | 00:02:35.8664202 |     27631 | 00:00:00.0056409 |    1.79% |
|       Command ExecuteNonQuery      | 00:04:29.6917557 |     35579 | 00:00:00.0075800 |    3.10% |
|       Command ExecuteNonQueryAsync | 00:02:57.6316304 |     51003 | 00:00:00.0034827 |    2.04% |
|     OnTraceInternal                | 00:00:07.7482625 |    395655 | 00:00:00.0000195 |    0.09% |
|     Materialization                | 00:03:08.6039275 |  10330053 | 00:00:00.0000182 |    2.17% |
|   GetSqlText                       | 00:00:04.2177022 |       982 | 00:00:00.0042950 |    0.05% |
| Interceptors                       | 00:00:00.2311787 |     16642 | 00:00:00.0000138 |    0.00% |
|   CommandInterceptor               | 00:00:00.1778997 |      8908 | 00:00:00.0000199 |    0.00% |
|     CommandInitialized             | 00:00:00.0341865 |      2534 | 00:00:00.0000134 |    0.00% |
|     ExecuteScalar                  | 00:00:00.0824671 |      1878 | 00:00:00.0000439 |    0.00% |
|     ExecuteNonQuery                | 00:00:00.0036668 |       566 | 00:00:00.0000064 |    0.00% |
|     ExecuteReader                  | 00:00:00.0275733 |        38 | 00:00:00.0007256 |    0.00% |
|     ExecuteReaderAsync             | 00:00:00.0000214 |        20 | 00:00:00.0000010 |    0.00% |
|     AfterExecuteReader             | 00:00:00.0254178 |      1936 | 00:00:00.0000131 |    0.00% |
|     BeforeReaderDispose            | 00:00:00.0015613 |      1898 | 00:00:00.0000008 |    0.00% |
|     BeforeReaderDisposeAsync       | 00:00:00.0030055 |        38 | 00:00:00.0000790 |    0.00% |
|   ConnectionInterceptor            | 00:00:00.0213690 |      1868 | 00:00:00.0000114 |    0.00% |
|     ConnectionOpening              | 00:00:00.0033583 |       444 | 00:00:00.0000075 |    0.00% |
|     ConnectionOpeningAsync         | 00:00:00.0089031 |       490 | 00:00:00.0000181 |    0.00% |
|     ConnectionOpened               | 00:00:00.0012167 |       444 | 00:00:00.0000027 |    0.00% |
|     ConnectionOpenedAsync          | 00:00:00.0078909 |       490 | 00:00:00.0000161 |    0.00% |
|   DataContextInterceptor           | 00:00:00.0130630 |      5184 | 00:00:00.0000025 |    0.00% |
|     OnClosing                      | 00:00:00.0039190 |      2320 | 00:00:00.0000016 |    0.00% |
|     OnClosingAsync                 | 00:00:00.0030425 |       272 | 00:00:00.0000111 |    0.00% |
|     OnClosed                       | 00:00:00.0028475 |      2320 | 00:00:00.0000012 |    0.00% |
|     OnClosedAsync                  | 00:00:00.0032540 |       272 | 00:00:00.0000119 |    0.00% |
|   EntityServiceInterceptor         | 00:00:00.0184221 |        72 | 00:00:00.0002558 |    0.00% |
|     EntityCreated                  | 00:00:00.0184221 |        72 | 00:00:00.0002558 |    0.00% |
|   UnwrapDataObjectInterceptor      | 00:00:00.0004249 |       610 | 00:00:00.0000006 |    0.00% |
|     UnwrapConnection               | 00:00:00.0001276 |        24 | 00:00:00.0000053 |    0.00% |
|     UnwrapTransaction              | 00:00:00.0000957 |        12 | 00:00:00.0000079 |    0.00% |
|     UnwrapDataReader               | 00:00:00.0002016 |       574 | 00:00:00.0000003 |    0.00% |
| Total                              | 02:25:02.2684236 |  12625773 | 00:00:00.0006892 |  100.00% |
+------------------------------------+------------------+-----------+------------------+----------+

