Count : 90
+------------------------------------+------------------+-----------+------------------+----------+
| Name                               | Elapsed          | CallCount | TimePerCall      | Percent  |
+------------------------------------+------------------+-----------+------------------+----------+
| IQueryProvider.Execute<T>          | 00:04:02.1366630 |     15776 | 00:00:00.0153484 |    3.05% |
| IQueryProvider.GetEnumerator<T>    | 00:15:41.5710844 |     43859 | 00:00:00.0214681 |   11.85% |
| IQueryProvider.GetEnumerator       | 00:00:00.5878619 |       104 | 00:00:00.0056525 |    0.01% |
|   GetQuery                         | 00:09:19.3821726 |     69554 | 00:00:00.0080424 |    7.04% |
|     Find                           | 00:00:39.0879442 |     69554 | 00:00:00.0005619 |    0.49% |
|       Expose                       | 00:00:02.2785511 |     69554 | 00:00:00.0000327 |    0.03% |
|       Find                         | 00:00:03.2555486 |     76470 | 00:00:00.0000425 |    0.04% |
|     Create                         | 00:08:38.3969848 |     27842 | 00:00:00.0186192 |    6.52% |
|       Build                        | 00:08:36.4003667 |     28054 | 00:00:00.0184073 |    6.50% |
|         BuildSequence              | 00:11:39.5436988 |    344190 | 00:00:00.0020324 |    8.80% |
|           Build                    | 00:11:28.5745997 |    283508 | 00:00:00.0024287 |    8.66% |
|         BuildQuery                 | 00:07:25.9815384 |     27914 | 00:00:00.0159769 |    5.61% |
|           FinalizeQuery            | 00:04:13.7290623 |     66542 | 00:00:00.0038130 |    3.19% |
|   GetIEnumerable                   | 00:00:00.5648159 |     58065 | 00:00:00.0000097 |    0.01% |
| Execute                            | 00:36:29.0743053 |    227618 | 00:00:00.0096173 |   27.55% |
|   Execute Query                    | 00:22:43.6098662 |     49104 | 00:00:00.0277698 |   17.16% |
|   Execute Query Async              | 00:00:12.6938305 |      8647 | 00:00:00.0014680 |    0.16% |
|   Execute Element                  | 00:00:16.8748580 |      2764 | 00:00:00.0061052 |    0.21% |
|   Execute Element Async            | 00:00:00.9507336 |       172 | 00:00:00.0055275 |    0.01% |
|   Execute Scalar                   | 00:00:02.1197773 |       670 | 00:00:00.0031638 |    0.03% |
|   Execute Scalar Async             | 00:00:00.0711791 |        24 | 00:00:00.0029657 |    0.00% |
|   Execute NonQuery                 | 00:05:59.7200393 |     80238 | 00:00:00.0044831 |    4.53% |
|   Execute NonQuery Async           | 00:00:04.1640631 |       887 | 00:00:00.0046945 |    0.05% |
|   CreateTable                      | 00:00:52.9300078 |     11843 | 00:00:00.0044693 |    0.67% |
|   CreateTable Async                | 00:00:00.2952360 |        72 | 00:00:00.0041005 |    0.00% |
|   DropTable                        | 00:01:49.9993868 |     23352 | 00:00:00.0047104 |    1.38% |
|   DropTable Async                  | 00:00:00.4103271 |       110 | 00:00:00.0037302 |    0.01% |
|   Delete Object                    | 00:00:00.3369527 |        58 | 00:00:00.0058095 |    0.00% |
|   Delete Object Async              | 00:00:00.0218878 |         6 | 00:00:00.0036479 |    0.00% |
|   Insert Object                    | 00:02:01.3573461 |     34737 | 00:00:00.0034936 |    1.53% |
|   Insert Object Async              | 00:00:01.0153342 |       250 | 00:00:00.0040613 |    0.01% |
|   InsertOrReplace Object           | 00:00:01.5280626 |       197 | 00:00:00.0077566 |    0.02% |
|   InsertOrReplace Object Async     | 00:00:00.0996751 |        28 | 00:00:00.0035598 |    0.00% |
|   InsertWithIdentity Object        | 00:00:02.5036091 |       646 | 00:00:00.0038755 |    0.03% |
|   InsertWithIdentity Object Async  | 00:00:00.0514997 |        16 | 00:00:00.0032187 |    0.00% |
|   Update Object                    | 00:00:01.9991118 |       216 | 00:00:00.0092551 |    0.03% |
|   Update Object Async              | 00:00:00.1118970 |         9 | 00:00:00.0124330 |    0.00% |
|   BulkCopy                         | 00:01:04.6168909 |      4631 | 00:00:00.0139531 |    0.81% |
|   BulkCopy Async                   | 00:00:03.0587709 |       436 | 00:00:00.0070155 |    0.04% |
|     BuildSql                       | 00:00:14.4338467 |    112981 | 00:00:00.0001277 |    0.18% |
|   SQL Execute                      | 00:00:59.0349226 |      5208 | 00:00:00.0113354 |    0.74% |
|   SQL Execute<T>                   | 00:00:07.1455214 |      3014 | 00:00:00.0023707 |    0.09% |
|   SQL ExecuteAsync                 | 00:00:02.2050771 |       229 | 00:00:00.0096291 |    0.03% |
|   SQL ExecuteAsync<T>              | 00:00:00.1484415 |        54 | 00:00:00.0027489 |    0.00% |
|     ADO.NET                        | 00:08:44.1363010 |    363496 | 00:00:00.0014419 |    6.60% |
|       Connection Open              | 00:01:04.7618873 |     25612 | 00:00:00.0025285 |    0.81% |
|       Connection OpenAsync         | 00:00:01.9006458 |     77867 | 00:00:00.0000244 |    0.02% |
|       Connection Close             | 00:00:00.0000330 |         2 | 00:00:00.0000165 |    0.00% |
|       Connection CloseAsync        | 00:00:00.0001480 |         1 | 00:00:00.0001480 |    0.00% |
|       Connection Dispose           | 00:00:00.4224347 |     28332 | 00:00:00.0000149 |    0.01% |
|       Connection DisposeAsync      | 00:00:00.9667962 |     75166 | 00:00:00.0000128 |    0.01% |
|       Connection BeginTransaction  | 00:00:05.4419755 |      1389 | 00:00:00.0039179 |    0.07% |
|       Transaction Commit           | 00:00:00.0179313 |        16 | 00:00:00.0011207 |    0.00% |
|       Transaction Rollback         | 00:00:00.0729138 |        66 | 00:00:00.0011047 |    0.00% |
|       Transaction Dispose          | 00:00:04.2839779 |      1391 | 00:00:00.0030797 |    0.05% |
|       Command ExecuteScalar        | 00:00:00.9135704 |       586 | 00:00:00.0015589 |    0.01% |
|       Command ExecuteReader        | 00:02:00.4927672 |     38855 | 00:00:00.0031010 |    1.52% |
|       Command ExecuteReaderAsync   | 00:01:02.1338347 |     27631 | 00:00:00.0022487 |    0.78% |
|       Command ExecuteNonQuery      | 00:02:52.8765207 |     35579 | 00:00:00.0048589 |    2.18% |
|       Command ExecuteNonQueryAsync | 00:01:29.8508645 |     51003 | 00:00:00.0017616 |    1.13% |
|     OnTraceInternal                | 00:00:10.7827766 |    395667 | 00:00:00.0000272 |    0.14% |
|     Materialization                | 00:04:53.0287748 |  10330038 | 00:00:00.0000283 |    3.69% |
|   GetSqlText                       | 00:00:03.7609371 |       982 | 00:00:00.0038298 |    0.05% |
| Interceptors                       | 00:00:00.1974444 |     16642 | 00:00:00.0000118 |    0.00% |
|   CommandInterceptor               | 00:00:00.1355532 |      8908 | 00:00:00.0000152 |    0.00% |
|     CommandInitialized             | 00:00:00.0525212 |      2534 | 00:00:00.0000207 |    0.00% |
|     ExecuteScalar                  | 00:00:00.0278199 |      1878 | 00:00:00.0000148 |    0.00% |
|     ExecuteNonQuery                | 00:00:00.0011915 |       566 | 00:00:00.0000021 |    0.00% |
|     ExecuteReader                  | 00:00:00.0219992 |        38 | 00:00:00.0005789 |    0.00% |
|     ExecuteReaderAsync             | 00:00:00.0000491 |        20 | 00:00:00.0000024 |    0.00% |
|     AfterExecuteReader             | 00:00:00.0020972 |      1936 | 00:00:00.0000010 |    0.00% |
|     BeforeReaderDispose            | 00:00:00.0280160 |      1898 | 00:00:00.0000147 |    0.00% |
|     BeforeReaderDisposeAsync       | 00:00:00.0018591 |        38 | 00:00:00.0000489 |    0.00% |
|   ConnectionInterceptor            | 00:00:00.0233013 |      1868 | 00:00:00.0000124 |    0.00% |
|     ConnectionOpening              | 00:00:00.0037296 |       444 | 00:00:00.0000084 |    0.00% |
|     ConnectionOpeningAsync         | 00:00:00.0121365 |       490 | 00:00:00.0000247 |    0.00% |
|     ConnectionOpened               | 00:00:00.0008193 |       444 | 00:00:00.0000018 |    0.00% |
|     ConnectionOpenedAsync          | 00:00:00.0066159 |       490 | 00:00:00.0000135 |    0.00% |
|   DataContextInterceptor           | 00:00:00.0176266 |      5184 | 00:00:00.0000034 |    0.00% |
|     OnClosing                      | 00:00:00.0071541 |      2320 | 00:00:00.0000030 |    0.00% |
|     OnClosingAsync                 | 00:00:00.0026822 |       272 | 00:00:00.0000098 |    0.00% |
|     OnClosed                       | 00:00:00.0036956 |      2320 | 00:00:00.0000015 |    0.00% |
|     OnClosedAsync                  | 00:00:00.0040947 |       272 | 00:00:00.0000150 |    0.00% |
|   EntityServiceInterceptor         | 00:00:00.0181708 |        72 | 00:00:00.0002523 |    0.00% |
|     EntityCreated                  | 00:00:00.0181708 |        72 | 00:00:00.0002523 |    0.00% |
|   UnwrapDataObjectInterceptor      | 00:00:00.0027925 |       610 | 00:00:00.0000045 |    0.00% |
|     UnwrapConnection               | 00:00:00.0002319 |        24 | 00:00:00.0000096 |    0.00% |
|     UnwrapTransaction              | 00:00:00.0001124 |        12 | 00:00:00.0000093 |    0.00% |
|     UnwrapDataReader               | 00:00:00.0024482 |       574 | 00:00:00.0000042 |    0.00% |
| Total                              | 02:12:26.9052783 |  12628410 | 00:00:00.0006292 |  100.00% |
+------------------------------------+------------------+-----------+------------------+----------+

