Count : 90
+------------------------------------+------------------+-----------+------------------+----------+
| Name                               | Elapsed          | CallCount | TimePerCall      | Percent  |
|     Materialization                | 00:05:12.9048223 |  10328032 | 00:00:00.0000302 |    4.67% |
|   GetSqlText                       | 00:00:03.2167967 |       982 | 00:00:00.0032757 |    0.05% |
| Interceptors                       | 00:00:00.3410053 |     16642 | 00:00:00.0000204 |    0.01% |
|   CommandInterceptor               | 00:00:00.2898644 |      8908 | 00:00:00.0000325 |    0.00% |
|     CommandInitialized             | 00:00:00.0620721 |      2534 | 00:00:00.0000244 |    0.00% |
|     ExecuteScalar                  | 00:00:00.0204029 |      1878 | 00:00:00.0000108 |    0.00% |
|     ExecuteNonQuery                | 00:00:00.0006537 |       566 | 00:00:00.0000011 |    0.00% |
|     ExecuteReader                  | 00:00:00.0184264 |        38 | 00:00:00.0004849 |    0.00% |
|     ExecuteReaderAsync             | 00:00:00.0000251 |        20 | 00:00:00.0000012 |    0.00% |
|     AfterExecuteReader             | 00:00:00.0018218 |      1936 | 00:00:00.0000009 |    0.00% |
|     BeforeReaderDispose            | 00:00:00.1844922 |      1898 | 00:00:00.0000972 |    0.00% |
|     BeforeReaderDisposeAsync       | 00:00:00.0019702 |        38 | 00:00:00.0000518 |    0.00% |
|   ConnectionInterceptor            | 00:00:00.0220401 |      1868 | 00:00:00.0000117 |    0.00% |
|     ConnectionOpening              | 00:00:00.0015429 |       444 | 00:00:00.0000034 |    0.00% |
|     ConnectionOpeningAsync         | 00:00:00.0067420 |       490 | 00:00:00.0000137 |    0.00% |
|     ConnectionOpened               | 00:00:00.0014868 |       444 | 00:00:00.0000033 |    0.00% |
|     ConnectionOpenedAsync          | 00:00:00.0122684 |       490 | 00:00:00.0000250 |    0.00% |
|   DataContextInterceptor           | 00:00:00.0140005 |      5184 | 00:00:00.0000027 |    0.00% |
|     OnClosing                      | 00:00:00.0040966 |      2320 | 00:00:00.0000017 |    0.00% |
|     OnClosingAsync                 | 00:00:00.0024271 |       272 | 00:00:00.0000089 |    0.00% |
|     OnClosed                       | 00:00:00.0050946 |      2320 | 00:00:00.0000021 |    0.00% |
|     OnClosedAsync                  | 00:00:00.0023822 |       272 | 00:00:00.0000087 |    0.00% |
|   EntityServiceInterceptor         | 00:00:00.0146280 |        72 | 00:00:00.0002031 |    0.00% |
|     EntityCreated                  | 00:00:00.0146280 |        72 | 00:00:00.0002031 |    0.00% |
|   UnwrapDataObjectInterceptor      | 00:00:00.0004723 |       610 | 00:00:00.0000007 |    0.00% |
|     UnwrapConnection               | 00:00:00.0001384 |        24 | 00:00:00.0000057 |    0.00% |
|     UnwrapTransaction              | 00:00:00.0000705 |        12 | 00:00:00.0000058 |    0.00% |
|     UnwrapDataReader               | 00:00:00.0002634 |       574 | 00:00:00.0000004 |    0.00% |
| Total                              | 01:51:39.9654766 |  12619928 | 00:00:00.0005309 |  100.00% |
+------------------------------------+------------------+-----------+------------------+----------+

