Count : 90
+------------------------------------+------------------+-----------+------------------+----------+
| Name                               | Elapsed          | CallCount | TimePerCall      | Percent  |
+------------------------------------+------------------+-----------+------------------+----------+
| IQueryProvider.Execute<T>          | 00:03:00.9626524 |     15772 | 00:00:00.0114736 |    2.70% |
| IQueryProvider.GetEnumerator<T>    | 00:14:47.6579200 |     43674 | 00:00:00.0203246 |   13.25% |
| IQueryProvider.GetEnumerator       | 00:00:00.4286277 |       104 | 00:00:00.0041214 |    0.01% |
|   GetQuery                         | 00:06:54.6848646 |     69365 | 00:00:00.0059783 |    6.19% |
|     Find                           | 00:00:16.2969950 |     69365 | 00:00:00.0002349 |    0.24% |
|       Expose                       | 00:00:01.9531737 |     69365 | 00:00:00.0000281 |    0.03% |
|       Find                         | 00:00:02.5578825 |     76273 | 00:00:00.0000335 |    0.04% |
|     Create                         | 00:06:36.9526973 |     27725 | 00:00:00.0143175 |    5.92% |
|       Build                        | 00:06:35.0519070 |     27937 | 00:00:00.0141408 |    5.90% |
|         BuildSequence              | 00:10:58.7671161 |    343500 | 00:00:00.0019178 |    9.83% |
|           Build                    | 00:10:48.7466487 |    282841 | 00:00:00.0022936 |    9.68% |
|         BuildQuery                 | 00:05:32.4191239 |     27797 | 00:00:00.0119588 |    4.96% |
|           FinalizeQuery            | 00:03:04.9860809 |     66273 | 00:00:00.0027912 |    2.76% |
|   GetIEnumerable                   | 00:00:00.5536390 |     57852 | 00:00:00.0000095 |    0.01% |
| Execute                            | 00:29:41.6598978 |    226907 | 00:00:00.0078519 |   26.59% |
|   Execute Query                    | 00:17:52.3685615 |     48891 | 00:00:00.0219338 |   16.01% |
|   Execute Query Async              | 00:00:12.0416841 |      8647 | 00:00:00.0013925 |    0.18% |
|   Execute Element                  | 00:00:13.8425468 |      2764 | 00:00:00.0050081 |    0.21% |
|   Execute Element Async            | 00:00:00.7195829 |       172 | 00:00:00.0041836 |    0.01% |
|   Execute Scalar                   | 00:00:01.7318593 |       670 | 00:00:00.0025848 |    0.03% |
|   Execute Scalar Async             | 00:00:00.0742394 |        24 | 00:00:00.0030933 |    0.00% |
|   Execute NonQuery                 | 00:04:59.3266311 |     80012 | 00:00:00.0037410 |    4.47% |
|   Execute NonQuery Async           | 00:00:05.1675434 |       887 | 00:00:00.0058258 |    0.08% |
|   CreateTable                      | 00:00:44.1005562 |     11795 | 00:00:00.0037389 |    0.66% |
|   CreateTable Async                | 00:00:00.3659813 |        72 | 00:00:00.0050830 |    0.01% |
|   DropTable                        | 00:01:36.8665978 |     23256 | 00:00:00.0041652 |    1.45% |
|   DropTable Async                  | 00:00:00.3601340 |       110 | 00:00:00.0032739 |    0.01% |
|   Delete Object                    | 00:00:00.2784154 |        58 | 00:00:00.0048002 |    0.00% |
|   Delete Object Async              | 00:00:00.0206009 |         6 | 00:00:00.0034334 |    0.00% |
|   Insert Object                    | 00:01:44.5137581 |     34651 | 00:00:00.0030161 |    1.56% |
|   Insert Object Async              | 00:00:02.5369971 |       250 | 00:00:00.0101479 |    0.04% |
|   InsertOrReplace Object           | 00:00:01.2554334 |       197 | 00:00:00.0063727 |    0.02% |
|   InsertOrReplace Object Async     | 00:00:00.0820316 |        28 | 00:00:00.0029297 |    0.00% |
|   InsertWithIdentity Object        | 00:00:02.0204749 |       646 | 00:00:00.0031276 |    0.03% |
|   InsertWithIdentity Object Async  | 00:00:00.0509649 |        16 | 00:00:00.0031853 |    0.00% |
|   Update Object                    | 00:00:01.7533708 |       220 | 00:00:00.0079698 |    0.03% |
|   Update Object Async              | 00:00:00.0805468 |         9 | 00:00:00.0089496 |    0.00% |
|   BulkCopy                         | 00:00:58.6610082 |      4607 | 00:00:00.0127330 |    0.88% |
|   BulkCopy Async                   | 00:00:02.6099060 |       436 | 00:00:00.0059860 |    0.04% |
|     BuildSql                       | 00:00:12.6388071 |    112647 | 00:00:00.0001121 |    0.19% |
|   SQL Execute                      | 00:00:53.7696150 |      5186 | 00:00:00.0103682 |    0.80% |
|   SQL Execute<T>                   | 00:00:06.5250371 |      3014 | 00:00:00.0021649 |    0.10% |
|   SQL ExecuteAsync                 | 00:00:00.4429936 |       229 | 00:00:00.0019344 |    0.01% |
|   SQL ExecuteAsync<T>              | 00:00:00.0928262 |        54 | 00:00:00.0017190 |    0.00% |
|     ADO.NET                        | 00:07:38.5624525 |    362407 | 00:00:00.0012653 |    6.84% |
|       Connection Open              | 00:01:08.7771193 |     25568 | 00:00:00.0026899 |    1.03% |
|       Connection OpenAsync         | 00:00:01.3335031 |     77613 | 00:00:00.0000171 |    0.02% |
|       Connection Close             | 00:00:00.0000283 |         2 | 00:00:00.0000141 |    0.00% |
|       Connection CloseAsync        | 00:00:00.0001416 |         1 | 00:00:00.0001416 |    0.00% |
|       Connection Dispose           | 00:00:00.5626978 |     28288 | 00:00:00.0000198 |    0.01% |
|       Connection DisposeAsync      | 00:00:00.7823462 |     74912 | 00:00:00.0000104 |    0.01% |
|       Connection BeginTransaction  | 00:00:06.1931998 |      1373 | 00:00:00.0045107 |    0.09% |
|       Transaction Commit           | 00:00:00.0245811 |        16 | 00:00:00.0015363 |    0.00% |
|       Transaction Rollback         | 00:00:00.0697896 |        66 | 00:00:00.0010574 |    0.00% |
|       Transaction Dispose          | 00:00:05.1678752 |      1375 | 00:00:00.0037584 |    0.08% |
|       Command ExecuteScalar        | 00:00:00.7392724 |       586 | 00:00:00.0012615 |    0.01% |
|       Command ExecuteReader        | 00:01:54.5800610 |     38736 | 00:00:00.0029579 |    1.71% |
|       Command ExecuteReaderAsync   | 00:00:47.6884713 |     27537 | 00:00:00.0017317 |    0.71% |
|       Command ExecuteNonQuery      | 00:02:18.1817960 |     35491 | 00:00:00.0038934 |    2.06% |
|       Command ExecuteNonQueryAsync | 00:01:14.4615698 |     50843 | 00:00:00.0014645 |    1.11% |
|     OnTraceInternal                | 00:00:08.6223661 |    394468 | 00:00:00.0000218 |    0.13% |
